1 http://bol.szhome.com/house/1.htm 200 中城康桥花园-深圳房地产信息网
0 http://bol.szhome.com/house/0.htm 500 0 http://bol.szhome.com/house/0.htm 'NoneType' object has no attribute 'string'
1 http://bol.szhome.com/house/1.htm 200 中城康桥花园-深圳房地产信息网
2 http://bol.szhome.com/house/2.htm 200 桂芳园-深圳房地产信息网
3 http://bol.szhome.com/house/3.htm 200 益田花园四期-点彩人家-深圳房地产信息网
4 http://bol.szhome.com/house/4.htm 200 楚丰商业广场-深圳房地产信息网
5 http://bol.szhome.com/house/5.htm 200 长江花园（原盟基苑）B,C栋-深圳房地产信息网
6 http://bol.szhome.com/house/6.htm 200 名门世家-新世界广场-深圳房地产信息网
7 http://bol.szhome.com/house/7.htm 200 麒麟花园一期-麒麟花园-深圳房地产信息网
8 http://bol.szhome.com/house/8.htm 200 新世界倚山花园—翠林别墅-新世界倚山花园-深圳房地产信息网
9 http://bol.szhome.com/house/9.htm 200 紫薇苑-深圳房地产信息网
10 http://bol.szhome.com/house/10.htm 200 圆龙园--深圳房地产信息网
11 http://bol.szhome.com/house/11.htm 200 学林雅院-深圳房地产信息网
12 http://bol.szhome.com/house/12.htm 200 蔚蓝海岸二期-蔚蓝海岸社区二期-深圳房地产信息网
13 http://bol.szhome.com/house/13.htm 200 今日家园-深圳房地产信息网
14 http://bol.szhome.com/house/14.htm 200 心怡花园-深圳房地产信息网
15 http://bol.szhome.com/house/15.htm 200 金色家园二期-万科金色家园二期-深圳房地产信息网
16 http://bol.szhome.com/house/16.htm 200 益田花园五期-益田豪园居-深圳房地产信息网
17 http://bol.szhome.com/house/17.htm 200 布心逸心苑-深圳房地产信息网
18 http://bol.szhome.com/house/18.htm 200 南油花园-深圳房地产信息网
19 http://bol.szhome.com/house/19.htm 200 龙岗鸿基花园-深圳房地产信息网
20 http://bol.szhome.com/house/20.htm 200 彩世界家园-深圳房地产信息网
21 http://bol.szhome.com/house/21.htm 200 风和日丽花园-深圳房地产信息网
22 http://bol.szhome.com/house/22.htm 200 宝丽苑-深圳房地产信息网
23 http://bol.szhome.com/house/23.htm 200 景秀年华家园-深圳房地产信息网
24 http://bol.szhome.com/house/24.htm 200 赛龙豪轩-深圳房地产信息网
25 http://bol.szhome.com/house/25.htm 200 赛龙豪轩-深圳房地产信息网
26 http://bol.szhome.com/house/26.htm 200 深华业大厦-深圳房地产信息网
27 http://bol.szhome.com/house/27.htm 200 百花园商业城--深圳房地产信息网
28 http://bol.szhome.com/house/28.htm 200 百花园二期--深圳房地产信息网
29 http://bol.szhome.com/house/29.htm 200 都市名园-深圳房地产信息网
30 http://bol.szhome.com/house/30.htm 200 雍华府-深圳房地产信息网
31 http://bol.szhome.com/house/31.htm 200 桐景花园-深圳房地产信息网
32 http://bol.szhome.com/house/32.htm 200 星光之约一期-星光之约花园-深圳房地产信息网
33 http://bol.szhome.com/house/33.htm 200 金洲花园-深圳房地产信息网
34 http://bol.szhome.com/house/34.htm 200 仙湖山庄（一期）-深圳房地产信息网
35 http://bol.szhome.com/house/35.htm 200 梧桐山新居-深圳房地产信息网
36 http://bol.szhome.com/house/36.htm 200 中环花园-深圳房地产信息网
